GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1104336062	2021-04-02 13:24:38.947054	21352	species	avibase-B488AB70	Tufted Titmouse	Baeolophus bicolor				12					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-03-26	13:51:00	obsr503027	S84169307	Traveling	P22	EBIRD	75	6.427		2	1	G6458958	0	1	0		76 degrees and partly cloudy. Some drizzle to begin with.		
URN:CornellLabOfOrnithology:EBIRD:OBS1104336076	2021-04-02 13:24:38.947054	7416	species	avibase-36B3872D	Turkey Vulture	Cathartes aura				6					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-03-26	13:51:00	obsr503027	S84169307	Traveling	P22	EBIRD	75	6.427		2	1	G6458958	0	1	0		76 degrees and partly cloudy. Some drizzle to begin with.		
URN:CornellLabOfOrnithology:EBIRD:OBS1098995243	2021-03-20 13:32:02.647156	7416	species	avibase-36B3872D	Turkey Vulture	Cathartes aura				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			36904, Butler US-AL 32.05636, -88.37041	L14093035	P	32.0563580	-88.3704060	2021-03-20	12:29:00	obsr1004260	S83738919	Stationary	P21	EBIRD	8			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1104063435	2021-04-02 13:24:38.947054	7416	species	avibase-36B3872D	Turkey Vulture	Cathartes aura				6					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-03-26	13:51:00	obsr351904	S84152601	Traveling	P22	EBIRD	75	6.427		2	1	G6458958	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1100259053	2021-03-21 19:02:03.664305	7416	species	avibase-36B3872D	Turkey Vulture	Cathartes aura				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mar 21, 2021 08:2931.833, -88.21	L14104652	P	31.8334037	-88.2097076	2021-03-21	17:26:00	obsr647327	S83849392	Traveling	P22	EBIRD	19	0.370		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1099679548	2021-03-21 09:31:21.4253	7416	species	avibase-36B3872D	Turkey Vulture	Cathartes aura				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mar 21, 2021 08:2931.833, -88.21	L14104652	P	31.8334037	-88.2097076	2021-03-21	08:23:00	obsr647327	S83795514	Traveling	P22	EBIRD	6	0.080		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1104336068	2021-04-02 13:24:38.947054	26025	species	avibase-19CCBBD2	White-breasted Nuthatch	Sitta carolinensis				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-03-26	13:51:00	obsr503027	S84169307	Traveling	P22	EBIRD	75	6.427		2	1	G6458958	0	1	0		76 degrees and partly cloudy. Some drizzle to begin with.		
URN:CornellLabOfOrnithology:EBIRD:OBS1104063427	2021-04-02 13:24:38.947054	26025	species	avibase-19CCBBD2	White-breasted Nuthatch	Sitta carolinensis				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-03-26	13:51:00	obsr351904	S84152601	Traveling	P22	EBIRD	75	6.427		2	1	G6458958	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1104063423	2021-04-02 13:24:38.947054	18439	species	avibase-D97F93CC	White-eyed Vireo	Vireo griseus				10					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-03-26	13:51:00	obsr351904	S84152601	Traveling	P22	EBIRD	75	6.427		2	1	G6458958	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1099888123	2021-03-21 12:44:14.305305	18439	species	avibase-D97F93CC	White-eyed Vireo	Vireo griseus				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Wildlife, Gilbertown US-AL 31.82985, -88.17475	L14108266	P	31.8298480	-88.1747530	2021-03-21	11:22:00	obsr1004260	S83813518	Traveling	P22	EBIRD	21	0.793		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1104336064	2021-04-02 13:24:38.947054	18439	species	avibase-D97F93CC	White-eyed Vireo	Vireo griseus				10					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-03-26	13:51:00	obsr503027	S84169307	Traveling	P22	EBIRD	75	6.427		2	1	G6458958	0	1	0		76 degrees and partly cloudy. Some drizzle to begin with.		
URN:CornellLabOfOrnithology:EBIRD:OBS1107376248	2021-03-30 17:15:58.613729	18439	species	avibase-D97F93CC	White-eyed Vireo	Vireo griseus				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			36904, Butler US-AL 32.05541, -88.36996	L14219340	P	32.0554140	-88.3699600	2021-03-30	14:31:00	obsr1004260	S84413906	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1099679549	2021-03-21 09:31:21.430416	18439	species	avibase-D97F93CC	White-eyed Vireo	Vireo griseus				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mar 21, 2021 08:2931.833, -88.21	L14104652	P	31.8334037	-88.2097076	2021-03-21	08:23:00	obsr647327	S83795514	Traveling	P22	EBIRD	6	0.080		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1109748258	2021-04-02 14:05:29.449551	7251	spuh	avibase-D916AABA	white egret sp.	Ardea/Egretta/Bubulcus sp.				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			3485–3599 CR-21, Silas US-AL 31.78829, -88.23670	L14264004	P	31.7882880	-88.2367010	2021-03-29	16:50:00	obsr1283392	S84611005	Traveling	P22	EBIRD	215	12.724		2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1104063429	2021-04-02 13:24:38.947054	32112	species	avibase-39BD9FF2	White-throated Sparrow	Zonotrichia albicollis				5					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-03-26	13:51:00	obsr351904	S84152601	Traveling	P22	EBIRD	75	6.427		2	1	G6458958	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1104336070	2021-04-02 13:24:38.947054	32112	species	avibase-39BD9FF2	White-throated Sparrow	Zonotrichia albicollis				5					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-03-26	13:51:00	obsr503027	S84169307	Traveling	P22	EBIRD	75	6.427		2	1	G6458958	0	1	0		76 degrees and partly cloudy. Some drizzle to begin with.		
URN:CornellLabOfOrnithology:EBIRD:OBS1104336072	2021-04-02 13:24:38.947054	5998	species	avibase-F5C8516D	Wilson's Snipe	Gallinago delicata				4					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-03-26	13:51:00	obsr503027	S84169307	Traveling	P22	EBIRD	75	6.427		2	1	G6458958	0	1	0		76 degrees and partly cloudy. Some drizzle to begin with.		
URN:CornellLabOfOrnithology:EBIRD:OBS1104063431	2021-04-02 13:24:38.947054	5998	species	avibase-F5C8516D	Wilson's Snipe	Gallinago delicata				4					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-03-26	13:51:00	obsr351904	S84152601	Traveling	P22	EBIRD	75	6.427		2	1	G6458958	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1099633254	2021-03-21 08:23:12.755786	1180	species	avibase-9C5ED06A	Wild Turkey	Meleagris gallopavo				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mar 21, 2021 06:5031.833, -88.211	L14103672	P	31.8328201	-88.2113464	2021-03-21	06:42:00	obsr647327	S83790997	Stationary	P21	EBIRD	8			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1099893446	2021-03-21 12:57:07.736341	1180	species	avibase-9C5ED06A	Wild Turkey	Meleagris gallopavo				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Wildlife, Gilbertown US-AL 31.82685, -88.18046	L14108488	P	31.8268530	-88.1804560	2021-03-21	11:54:00	obsr1004260	S83814732	Incidental	P20	EBIRD				1	0		0	1	0			Visual	
URN:CornellLabOfOrnithology:EBIRD:OBS1109748261	2021-04-02 14:05:29.510565	406	species	avibase-27B2749A	Wood Duck	Aix sponsa				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			3485–3599 CR-21, Silas US-AL 31.78829, -88.23670	L14264004	P	31.7882880	-88.2367010	2021-03-29	16:50:00	obsr1283392	S84611005	Traveling	P22	EBIRD	215	12.724		2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1104336063	2021-04-02 13:24:38.947054	406	species	avibase-27B2749A	Wood Duck	Aix sponsa				6					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-03-26	13:51:00	obsr503027	S84169307	Traveling	P22	EBIRD	75	6.427		2	1	G6458958	0	1	0		76 degrees and partly cloudy. Some drizzle to begin with.		
URN:CornellLabOfOrnithology:EBIRD:OBS1104063422	2021-04-02 13:24:38.947054	406	species	avibase-27B2749A	Wood Duck	Aix sponsa				6					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-03-26	13:51:00	obsr351904	S84152601	Traveling	P22	EBIRD	75	6.427		2	1	G6458958	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1104063459	2021-04-02 13:24:38.947054	33040	species	avibase-BC5A9498	Yellow-rumped Warbler	Setophaga coronata				6					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-03-26	13:51:00	obsr351904	S84152601	Traveling	P22	EBIRD	75	6.427		2	1	G6458958	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1089742191	2021-03-07 14:22:12.932885	33040	species	avibase-BC5A9498	Yellow-rumped Warbler	Setophaga coronata				5					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Coffeeville Lake Public Use Area	L919299	H	31.7511604	-88.1438255	2021-03-07	12:30:00	obsr143232	S82957937	Traveling	P22	EBIRD	51	3.822		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1104336100	2021-04-02 13:24:38.947054	33040	species	avibase-BC5A9498	Yellow-rumped Warbler	Setophaga coronata				6					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-03-26	13:51:00	obsr503027	S84169307	Traveling	P22	EBIRD	75	6.427		2	1	G6458958	0	1	0		76 degrees and partly cloudy. Some drizzle to begin with.		
URN:CornellLabOfOrnithology:EBIRD:OBS1104063439	2021-04-02 13:24:38.947054	18489	species	avibase-F8DDF6A6	Yellow-throated Vireo	Vireo flavifrons				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-03-26	13:51:00	obsr351904	S84152601	Traveling	P22	EBIRD	75	6.427		2	1	G6458958	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1104336080	2021-04-02 13:24:38.947054	18489	species	avibase-F8DDF6A6	Yellow-throated Vireo	Vireo flavifrons				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-03-26	13:51:00	obsr503027	S84169307	Traveling	P22	EBIRD	75	6.427		2	1	G6458958	0	1	0		76 degrees and partly cloudy. Some drizzle to begin with.		
URN:CornellLabOfOrnithology:EBIRD:OBS1109748262	2021-04-02 14:05:29.530516	33049	species	avibase-136451CF	Yellow-throated Warbler	Setophaga dominica				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			3485–3599 CR-21, Silas US-AL 31.78829, -88.23670	L14264004	P	31.7882880	-88.2367010	2021-03-29	16:50:00	obsr1283392	S84611005	Traveling	P22	EBIRD	215	12.724		2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1099888126	2021-03-21 12:44:14.317915	33049	species	avibase-136451CF	Yellow-throated Warbler	Setophaga dominica				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Wildlife, Gilbertown US-AL 31.82985, -88.17475	L14108266	P	31.8298480	-88.1747530	2021-03-21	11:22:00	obsr1004260	S83813518	Traveling	P22	EBIRD	21	0.793		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1104336087	2021-04-02 13:24:38.947054	33049	species	avibase-136451CF	Yellow-throated Warbler	Setophaga dominica				5					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-03-26	13:51:00	obsr503027	S84169307	Traveling	P22	EBIRD	75	6.427		2	1	G6458958	0	1	0		76 degrees and partly cloudy. Some drizzle to begin with.		
URN:CornellLabOfOrnithology:EBIRD:OBS1098995245	2021-03-20 13:32:02.658747	33049	species	avibase-136451CF	Yellow-throated Warbler	Setophaga dominica				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			36904, Butler US-AL 32.05636, -88.37041	L14093035	P	32.0563580	-88.3704060	2021-03-20	12:29:00	obsr1004260	S83738919	Stationary	P21	EBIRD	8			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1104063446	2021-04-02 13:24:38.947054	33049	species	avibase-136451CF	Yellow-throated Warbler	Setophaga dominica				5					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-03-26	13:51:00	obsr351904	S84152601	Traveling	P22	EBIRD	75	6.427		2	1	G6458958	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1137389667	2021-04-30 21:21:17.91916	16283	species	avibase-2778A3F4	Acadian Flycatcher	Empidonax virescens				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Coffeeville Lake Public Use Area	L919299	H	31.7511604	-88.1438255	2021-04-29	10:52:00	obsr396714	S86764584	Traveling	P22	EBIRD	211	0.354		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1137390135	2021-06-30 10:37:38.264078	16283	species	avibase-2778A3F4	Acadian Flycatcher	Empidonax virescens				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Coffeeville Lake Public Use Area	L919299	H	31.7511604	-88.1438255	2021-04-29	06:33:00	obsr396714	S86764508	Traveling	P22	EBIRD	82	3.106		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1137404004	2021-06-20 16:34:37.061272	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Bladon Springs SP	L919298	H	31.7343243	-88.1967198	2021-04-29	09:41:00	obsr396714	S86764572	Traveling	P22	EBIRD	56	1.947		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1137390134	2021-06-30 10:37:38.264078	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Coffeeville Lake Public Use Area	L919299	H	31.7511604	-88.1438255	2021-04-29	06:33:00	obsr396714	S86764508	Traveling	P22	EBIRD	82	3.106		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1137394604	2021-06-20 15:34:45.905494	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-04-29	08:20:00	obsr396714	S86764519	Traveling	P22	EBIRD	58	11.330		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1137389663	2021-04-30 21:21:17.906029	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Coffeeville Lake Public Use Area	L919299	H	31.7511604	-88.1438255	2021-04-29	10:52:00	obsr396714	S86764584	Traveling	P22	EBIRD	211	0.354		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1137394606	2021-06-20 15:34:45.905494	32950	species	avibase-BED38F50	American Redstart	Setophaga ruticilla				8					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-04-29	08:20:00	obsr396714	S86764519	Traveling	P22	EBIRD	58	11.330		1	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1135573407	2021-06-19 22:29:54.874434	23291	species	avibase-58C502EA	Barn Swallow	Hirundo rustica				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Coffeeville Lake Public Use Area	L919299	H	31.7511604	-88.1438255	2021-04-28	15:31:00	obsr396714	S86628195	Traveling	P22	EBIRD	180	2.189		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1137390154	2021-06-30 10:37:38.264078	221	species	avibase-C01A22D6	Black-bellied Whistling-Duck	Dendrocygna autumnalis				2	P 	C3	P 		United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Coffeeville Lake Public Use Area	L919299	H	31.7511604	-88.1438255	2021-04-29	06:33:00	obsr396714	S86764508	Traveling	P22	EBIRD	82	3.106		1	1		1	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS1137389675	2021-04-30 21:21:17.944391	9782	species	avibase-3558066B	Belted Kingfisher	Megaceryle alcyon				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Coffeeville Lake Public Use Area	L919299	H	31.7511604	-88.1438255	2021-04-29	10:52:00	obsr396714	S86764584	Traveling	P22	EBIRD	211	0.354		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1117695478	2021-04-10 17:59:02.22062	7412	species	avibase-4FF7DE80	Black Vulture	Coragyps atratus				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-04-10	11:41:00	obsr340634	S85267497	Traveling	P22	EBIRD	19	3.219		2	1		0	1	0		Birded main road driving from the maintenance shop area for a distance of two miles, stopping to observe at 8 locations. Did not bird on the return trip.		
URN:CornellLabOfOrnithology:EBIRD:OBS1137403999	2021-06-20 16:34:37.061272	7412	species	avibase-4FF7DE80	Black Vulture	Coragyps atratus				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Bladon Springs SP	L919298	H	31.7343243	-88.1967198	2021-04-29	09:41:00	obsr396714	S86764572	Traveling	P22	EBIRD	56	1.947		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1137394614	2021-06-20 15:34:45.905494	33465	species	avibase-A7A75EA1	Blue Grosbeak	Passerina caerulea				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-04-29	08:20:00	obsr396714	S86764519	Traveling	P22	EBIRD	58	11.330		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1137390133	2021-06-30 10:37:38.264078	20496	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Coffeeville Lake Public Use Area	L919299	H	31.7511604	-88.1438255	2021-04-29	06:33:00	obsr396714	S86764508	Traveling	P22	EBIRD	82	3.106		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1137394616	2021-06-20 15:34:45.905494	20496	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-04-29	08:20:00	obsr396714	S86764519	Traveling	P22	EBIRD	58	11.330		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1137390151	2021-06-30 10:37:38.264078	32732	species	avibase-1E1AB415	Brown-headed Cowbird	Molothrus ater				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Coffeeville Lake Public Use Area	L919299	H	31.7511604	-88.1438255	2021-04-29	06:33:00	obsr396714	S86764508	Traveling	P22	EBIRD	82	3.106		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1117695480	2021-04-10 17:59:02.226689	8773	species	avibase-7AA076EF	Barred Owl	Strix varia				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-04-10	11:41:00	obsr340634	S85267497	Traveling	P22	EBIRD	19	3.219		2	1		0	1	0		Birded main road driving from the maintenance shop area for a distance of two miles, stopping to observe at 8 locations. Did not bird on the return trip.		
URN:CornellLabOfOrnithology:EBIRD:OBS1117695477	2021-04-10 17:59:02.208871	33090	species	avibase-9FFEDE99	Black-throated Green Warbler	Setophaga virens				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-04-10	11:41:00	obsr340634	S85267497	Traveling	P22	EBIRD	19	3.219		2	1		0	1	0		Birded main road driving from the maintenance shop area for a distance of two miles, stopping to observe at 8 locations. Did not bird on the return trip.		
URN:CornellLabOfOrnithology:EBIRD:OBS1137390146	2021-06-30 10:37:38.264078	26211	species	avibase-A15C5071	Blue-gray Gnatcatcher	Polioptila caerulea				7					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Coffeeville Lake Public Use Area	L919299	H	31.7511604	-88.1438255	2021-04-29	06:33:00	obsr396714	S86764508	Traveling	P22	EBIRD	82	3.106		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1137394619	2021-06-20 15:34:45.905494	26211	species	avibase-A15C5071	Blue-gray Gnatcatcher	Polioptila caerulea				6					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-04-29	08:20:00	obsr396714	S86764519	Traveling	P22	EBIRD	58	11.330		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1135573418	2021-06-19 22:29:54.874434	26211	species	avibase-A15C5071	Blue-gray Gnatcatcher	Polioptila caerulea				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Coffeeville Lake Public Use Area	L919299	H	31.7511604	-88.1438255	2021-04-28	15:31:00	obsr396714	S86628195	Traveling	P22	EBIRD	180	2.189		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1137394608	2021-06-20 15:34:45.905494	21254	species	avibase-F941AAD3	Carolina Chickadee	Poecile carolinensis				6					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-04-29	08:20:00	obsr396714	S86764519	Traveling	P22	EBIRD	58	11.330		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1117695482	2021-04-10 17:59:02.231255	26438	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-04-10	11:41:00	obsr340634	S85267497	Traveling	P22	EBIRD	19	3.219		2	1		0	1	0		Birded main road driving from the maintenance shop area for a distance of two miles, stopping to observe at 8 locations. Did not bird on the return trip.		
URN:CornellLabOfOrnithology:EBIRD:OBS1137394612	2021-06-20 15:34:45.905494	26438	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				4					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2021-04-29	08:20:00	obsr396714	S86764519	Traveling	P22	EBIRD	58	11.330		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1137390143	2021-06-30 10:37:38.264078	26438	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				2	P 	C3	P 		United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Coffeeville Lake Public Use Area	L919299	H	31.7511604	-88.1438255	2021-04-29	06:33:00	obsr396714	S86764508	Traveling	P22	EBIRD	82	3.106		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1137404009	2021-06-20 16:34:37.061272	26438	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Bladon Springs SP	L919298	H	31.7343243	-88.1967198	2021-04-29	09:41:00	obsr396714	S86764572	Traveling	P22	EBIRD	56	1.947		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1135573425	2021-06-19 22:29:54.874434	6501	species	avibase-BC06BC0D	Caspian Tern	Hydroprogne caspia				5					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Coffeeville Lake Public Use Area	L919299	H	31.7511604	-88.1438255	2021-04-28	15:31:00	obsr396714	S86628195	Traveling	P22	EBIRD	180	2.189		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1137389671	2021-04-30 21:21:17.9302	6501	species	avibase-BC06BC0D	Caspian Tern	Hydroprogne caspia				4					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Coffeeville Lake Public Use Area	L919299	H	31.7511604	-88.1438255	2021-04-29	10:52:00	obsr396714	S86764584	Traveling	P22	EBIRD	211	0.354		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1137397776	2021-04-30 21:20:46.921886	7247	species	avibase-6CCDAC53	Cattle Egret	Bubulcus ibis				4					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			3016 Barrytown Road, Gilbertown, Alabama, US (31.845, -88.211)	L14680641	P	31.8445272	-88.2113793	2021-04-29	09:24:00	obsr396714	S86764547	Incidental	P20	EBIRD				1	0		0	1	0				
